url_detalle,titulo,autor,isbn,precio,descripcion,portada_url,portada_local,info_adicional,sitio
https://contrapunto.cl/products/1-dia-para-jugar,1 da para jugar,Javiera Chomali,9789564064673,21591,"Con actividades prcticas y materiales al alcance de cualquier hogar, 1 da para jugar propone convertir una jornada comn en una experiencia ldica y formativa. IMAGINA, CREA, JUEGA! refleja el espritu del libro: creatividad accesible, juegos que se montan en minutos y propuestas que integran el juego al da a da familiar. Su autora, Javiera Chomali , rene ms de setenta actividades y manualidades pensadas para realizar en casa con materiales cotidianos, desde masas caseras hasta la construccin de una rampa para autos. El libro ofrece instrucciones claras, variantes segn edades y sugerencias para adaptar cada propuesta a espacios y tiempos reducidos, facilitando que el tiempo compartido se convierta en aprendizaje significativo. Adems de las actividades, el contenido aporta estrategias para organizar momentos de juego sin grandes preparativos y potenciar habilidades como la creatividad, la coordinacin y el trabajo en equipo. El tono prctico y cercano de la obra la convierte en una herramienta til para padres, cuidadores y educadores que buscan transformar la rutina en oportunidades de juego y descubrimiento.",https://contrapunto.cl/cdn/shop/files/9789564064673.jpg?v=1734200517&width=1946,,"{""moneda"": ""CLP"", ""disponibilidad"": ""agotado"", ""editorial"": ""Trayecto"", ""encuadernacion"": ""Rstica"", ""idioma"": ""Espaol"", ""paginas"": 200, ""dimensiones"": ""20 x 23 cm"", ""fecha_publicacion"": """", ""precio"": 21591}",contrapunto
