query_raw,isbn_archivo,titulo_archivo,isbn_bookpeople,titulo_bookpeople,autor_bookpeople,precio_bookpeople,moneda_bookpeople,url_bookpeople,imagen_bookpeople,paginas_bookpeople,encuadernacion_bookpeople,editorial_bookpeople,fecha_publicacion_bookpeople,fecha_publicacion_iso_bookpeople,descripcion_bookpeople,acerca_autor_bookpeople,descripcion_raw_html_bookpeople,isbn_match,titulo_match_estricto,titulo_match_relajado,similitud_titulo,motivo_seleccion
﻿9780194421928,9780194421928,,9780194421928,Grammar (Resource Books for Teachers),Scott Thornbury,25.3,USD,https://www.bookpeople.com/book/9780194421928,https://images.booksense.com/images/928/421/9780194421928.jpg,144,Paperback,Oxford University Press,"February 23rd, 2006",2006-02-23,"Description
This book helps teachers become more versatile and resourceful in teaching grammar.",,"<div class=""product-details__desc""><h2 class=""product-details__heading"">Description</h2>
<p>This book helps teachers become more versatile and resourceful in teaching grammar.</p>
</div>",True,False,False,0.0,"ISBN exacto, URL directa"
9780062974266,9780062974266,,9780062974266,Pete the Cat and the Sprinkle Stealer (I Can Read Comics Level 1),James Dean,5.99,USD,https://www.bookpeople.com/book/9780062974266,https://images.booksense.com/images/266/974/9780062974266.jpg,32,Paperback,HarperCollins,"October 11th, 2022",2022-10-11,"Description
From
New York Times
bestselling author-illustrator team James and Kimberly Dean comes the next I Can Read
Comics
book in the Pete the Cat series!
In
Pete the Cat and the Sprinkle Stealer
, Secret Agent Meow (also known as Pete the Cat) is ready to crack another case: a cat burglary hits too close to home when someone steals Pete’s parents’ secret recipe for rainbow sprinkle cookies!
Pete the Cat and the Sprinkle Stealer is
a Level One I Can Read
Comic
, which means it will introduce children into the world of graphic novel storytelling and encourage visual literacy in emerging readers.","About the Author
James Dean
is the #1
New York Times
bestselling creator and illustrator of Pete the Cat. He is a self-taught artist originally from Fort Payne, Alabama. He published his first book,
The Misadventures of Pete the Cat
, a history of his artwork, in 2006, and he illustrated his first children’s book,
Pete the Cat: I Love My White Shoes
, in 2008. There are now dozens of published Pete the Cat titles, all inspired by James’s real-life rescue pet.
Kimberly Dean
is an artist, yoga enthusiast, and #1
New York Times
bestselling author. Before fulfilling her dream of becoming a full-time author and artist, she worked for the governor’s press office in the state of Georgia. Her dreams became a reality in 2013 with the release of her first children’s book,
Pete the Cat and His Magic Sunglasses
. She has written many books since then, including the Willow and Oliver series. Kimberly lives in Georgia with her dog, Gypsy, and cat, Phoebe.
James Dean
is the #1
New York Times
bestselling creator and illustrator of Pete the Cat. He is a self-taught artist originally from Fort Payne, Alabama. He published his first book,
The Misadventures of Pete the Cat
, a history of his artwork, in 2006, and he illustrated his first children’s book,
Pete the Cat: I Love My White Shoes
, in 2008. There are now dozens of published Pete the Cat titles, all inspired by James’s real-life rescue pet.","<div class=""product-details__desc""><h2 class=""product-details__heading"">Description</h2>
<p><strong>From <em>New York Times</em> bestselling author-illustrator team James and Kimberly Dean comes the next I Can Read <em>Comics</em> book in the Pete the Cat series! </strong></p>
<p>In <em>Pete the Cat and the Sprinkle Stealer</em>, Secret Agent Meow (also known as Pete the Cat) is ready to crack another case: a cat burglary hits too close to home when someone steals Pete’s parents’ secret recipe for rainbow sprinkle cookies!</p>
<p><em>Pete the Cat and the Sprinkle Stealer is</em> a Level One I Can Read <em>Comic</em>, which means it will introduce children into the world of graphic novel storytelling and encourage visual literacy in emerging readers.</p>
</div>",True,False,False,0.0,"ISBN exacto, URL directa"
9781339032320,9781339032320,,9781339032320,Clifford's School Day (Board Book),Norman Bridwell,8.99,USD,https://www.bookpeople.com/book/9781339032320,https://images.booksense.com/images/320/032/9781339032320.jpg,20,Board book,Scholastic Inc.,"June 4th, 2024",2024-06-04,"Description
Clifford the small red puppy is going to school in this board book edition of a storybook classic!
This sturdy board book edition of Clifford's School Day follows Emily Elizabeth as she brings her puppy, Clifford, to school for show-and-tell. Together with the rest of the class, Clifford tries to fingerpaint, bake cookies, and play in water and sand. But the small red puppy always makes a mess! Luckily, Emily Elizabeth is there to make sure they have a fun day at school!
This board book edition has a fresh, updated cover and a big, chunky trim with durable pages, perfect for Clifford's youngest fans.","About the Author
Norman Bridwell was the author and illustrator of numerous children's books, including the beloved Clifford series. The delightful stories about a big red dog named Clifford and his friend, Emily Elizabeth, have sold over 126 million copies in 13 languages!","<div class=""product-details__desc""><h2 class=""product-details__heading"">Description</h2>
<p>Clifford the small red puppy is going to school in this board book edition of a storybook classic!
</p>
<p>This sturdy board book edition of Clifford's School Day follows Emily Elizabeth as she brings her puppy, Clifford, to school for show-and-tell. Together with the rest of the class, Clifford tries to fingerpaint, bake cookies, and play in water and sand. But the small red puppy always makes a mess! Luckily, Emily Elizabeth is there to make sure they have a fun day at school!</p>
<p>This board book edition has a fresh, updated cover and a big, chunky trim with durable pages, perfect for Clifford's youngest fans.</p>
</div>",True,False,False,0.0,"ISBN exacto, URL directa"
9780531252314,9780531252314,,9780531252314,Can You Find Colors? (Rookie Toddler),Scholastic,6.95,USD,https://www.bookpeople.com/book/9780531252314,https://images.booksense.com/images/314/252/9780531252314.jpg,14,Board book,Children's Press,"February 4th, 2010",2010-02-04,"Description
Fun and simple prompts teach little ones how to recognize colors.
Rookie Toddler books offer fun ways to engage with little ones during story time and play time. Each book includes story-related tips that help extend the reading experience and emphasize key learnings. Engaging photographs and illustrations will delight your toddler while encouraging a love of reading. Little ones learn about things that go and wave bye-bye to their favortie vehicles.","About the Author
Scholastic Inc. is a global publishing and education company whose mission is to encourage the intellectual and personal growth of all children, beginning with literacy.","<div class=""product-details__desc""><h2 class=""product-details__heading"">Description</h2>
<p>Fun and simple prompts teach little ones how to recognize colors.
</p>
<p>Rookie Toddler books offer fun ways to engage with little ones during story time and play time. Each book includes story-related tips that help extend the reading experience and emphasize key learnings. Engaging photographs and illustrations will delight your toddler while encouraging a love of reading. Little ones learn about things that go and wave bye-bye to their favortie vehicles.</p>
</div>",True,False,False,0.0,"ISBN exacto, URL directa"
9780194646819,9780194646819,,9780194646819,Your Body (Oxford Read and Discover: Level 2),Louise A. Spilsbury,11.0,USD,https://www.bookpeople.com/book/9780194646819,https://images.booksense.com/images/819/646/9780194646819.jpg,40,Paperback,Oxford University Press,"February 21st, 2012",2012-02-21,"Description
Read and discover all about your body. Read and discover more about the world  This series of non-fiction readers provides interesting and educational content, with activities and project work.",,"<div class=""product-details__desc""><h2 class=""product-details__heading"">Description</h2>
<p>Read and discover all about your body. Read and discover more about the world  This series of non-fiction readers provides interesting and educational content, with activities and project work.</p>
</div>",True,False,False,0.0,"ISBN exacto, URL directa"
9780194407373,9780194407373,,9780194407373,Smart Choice: Level 1: Student Book with Online Practice,Wilson,34.0,USD,https://www.bookpeople.com/book/9780194407373,https://images.booksense.com/images/373/407/9780194407373.jpg,3,Paperback,"Oxford University Press, USA","July 5th, 2012",2012-07-05,"Description
Smart Choice makes teaching easier for you. It's flexible. You can teach lessons exactly as they are, straight off the page. Or you can adapt activities using the Click and Change CD-ROM from the Teacher's Resource Book. Just add your own pictures to make photocopiable activities personalized for your students - it encourages them to get involved, and helps them enjoy learning.",,"<div class=""product-details__desc""><h2 class=""product-details__heading"">Description</h2>
<p>Smart Choice makes teaching easier for you. It's flexible. You can teach lessons exactly as they are, straight off the page. Or you can adapt activities using the Click and Change CD-ROM from the Teacher's Resource Book. Just add your own pictures to make photocopiable activities personalized for your students - it encourages them to get involved, and helps them enjoy learning.<br/></p>
</div>",True,False,False,0.0,"ISBN exacto, URL directa"
9780194725880,9780194725880,,9780194725880,American Headway Third Edition: Level 2 Student Book: With Oxford Online Skills Practice Pack,John And Liz Soars,55.0,USD,https://www.bookpeople.com/book/9780194725880,https://images.booksense.com/images/880/725/9780194725880.jpg,0,Paperback,Oxford University Press,"March 18th, 2016",2016-03-18,,,,True,False,False,0.0,"ISBN exacto, URL directa"
9780194725910,9780194725910,,9780194725910,American Headway Third Edition: Level 2 Workbook: With Ichecker Pack,John And Liz Soars,38.5,USD,https://www.bookpeople.com/book/9780194725910,https://images.booksense.com/images/910/725/9780194725910.jpg,0,Paperback,Oxford University Press,"March 18th, 2016",2016-03-18,,,,True,False,False,0.0,"ISBN exacto, URL directa"
9780194726375,9780194726375,,9780194726375,American Headway Third Edition: Level 4 Workbook: With Ichecker Pack,John And Liz Soars,38.5,USD,https://www.bookpeople.com/book/9780194726375,https://images.booksense.com/images/375/726/9780194726375.jpg,0,Paperback,Oxford University Press,"March 18th, 2016",2016-03-18,,,,True,False,False,0.0,"ISBN exacto, URL directa"
9781368090377,9781368090377,,9781368090377,Marvel Beginnings: Spider Man Goes to the Farm,Steve Behling,9.99,USD,https://www.bookpeople.com/book/9781368090377,https://images.booksense.com/images/377/090/9781368090377.jpg,10,Board book,Random House/Marvel,"January 2nd, 2024",2024-01-02,"Description
Awaken your spidey-senses with touch-and-feel farm fun!
Kids join their favorite Super Hero on a sensory adventure full of soft baby chicks, fuzzy sheep, smooth spotted cows, and more. The compact size of this board book is perfect for the tiny hands of your budding Super Hero—encouraging self-guided sensory exploration.
Complete your young Super Hero’s library with these titles from Marvel Beginnings:
Marvel Beginnings: Spider-Man's Spooky Halloween
Marvel Beginnings: First 100 Words
Marvel Beginnings: My First Bedtime Storybook
Marvel Beginnings: Mirror Hulk!
Marvel Beginnings: First Colors, Shapes, Numbers
Marvel Beginnings: I Love You 3000","About the Author
Steve Behling is an author passionate about telling stories for kids. He has written books, comics, articles, puzzles, games and more for a diverse clientele (including Disney, Marvel, Hasbro, Mattel, and DreamWorks, to name a few). As associate creative director for Marvel Entertainment and Comics Director/Executive Editor for Disney Publishing Worldwide, he has worked with incredible brands like Spider-Man, The Avengers, Phineas and Ferb and Disney/Pixar properties too numerous to name. Steve lives in New York (the big part, not the little part) with his wife, two human children and three-legged wonder beagle, Loomis.","<div class=""product-details__desc""><h2 class=""product-details__heading"">Description</h2>
<p><strong>Awaken your spidey-senses with touch-and-feel farm fun!</strong><br/><strong><br/></strong>Kids join their favorite Super Hero on a sensory adventure full of soft baby chicks, fuzzy sheep, smooth spotted cows, and more. The compact size of this board book is perfect for the tiny hands of your budding Super Hero—encouraging self-guided sensory exploration. <br/><br/>Complete your young Super Hero’s library with these titles from Marvel Beginnings:<br/>
</p>
<ul>
<li><em>Marvel Beginnings: Spider-Man's Spooky Halloween</em></li>
<li><em>Marvel Beginnings: First 100 Words</em></li>
<li><em>Marvel Beginnings: My First Bedtime Storybook</em></li>
<li><em>Marvel Beginnings: Mirror Hulk!</em></li>
<li><em>Marvel Beginnings: First Colors, Shapes, Numbers</em></li>
<li><em>Marvel Beginnings: I Love You 3000</em></li>
</ul>
</div>",True,False,False,0.0,"ISBN exacto, URL directa"
