ISBN,TITULO,AUTOR,EDITORIAL,ENCUADERNACION,CATEGORIA,SINOPSIS,IDIOMA,PAGINAS,DIMENSIONES,FECHA PUBLICACION,URL,URL PORTADA,SITE
9780194247672,Dominoes: Level 1: 400-Word Vocabularythe Real McCoy & Other Ghost Stories,Lesley Thompson,Oxford University Press,De Bolsillo,,,,56,,"July 25th, 2010",https://www.bookpeople.com/book/9780194247672,https://images.booksense.com/images/672/247/9780194247672.jpg,bookpeople
9780194727877,American Headway 4 Workbook,Joan Soars,"Oxford University Press, USA",De Bolsillo,,,,120,,"August 1st, 2010",https://www.bookpeople.com/book/9780194727877,https://images.booksense.com/images/877/727/9780194727877.jpg,bookpeople
9780194738965,Business Result Upper Intermediate Students Book and Online Practice Pack 2e,Hughes/Duckworth/Turner,"Oxford University Press, USA",De Bolsillo,,,,155,,"November 17th, 2017",https://www.bookpeople.com/book/9780194738965,https://images.booksense.com/images/965/738/9780194738965.jpg,bookpeople
9780194817158,Pet Result Student's Book,Quintana,Oxford,De Bolsillo,,,,127,,"November 26th, 2010",https://www.bookpeople.com/book/9780194817158,https://images.booksense.com/images/158/817/9780194817158.jpg,bookpeople
9780451534057,The Crayons' Book of Numbers (My First Crayons),Drew Daywalt,Grosset & Dunlap,Board book,,"Description
Counting is as easy as 1... 2... purple?... in this charming, small board book of numbers from the creators of the #1
New York Times
bestseller
The Day the Crayons Quit
. The perfect way to bring the fun of the Crayons to their youngest fanbase!
Duncan’s ten crayons have gone missing!
Can you help find them for him and count along the way?
Poor Duncan can't catch a break! First, his Crayons go on strike. Then, they come back home. Now his favorite colors are missing once again! Can you count up all the Crayons that are missing from his box?
From the creative minds behind
The Day the Crayons Quit
and
The Day the Crayons Came Home,
comes a colorful way to introduce young readers to numbers.",,20,,"October 18th, 2016",https://www.bookpeople.com/book/9780451534057,https://images.booksense.com/images/057/534/9780451534057.jpg,bookpeople
9780593710586,Diggers Love Their Daddies! (Where Do...Series),Brianna Caplan Sayres,Random House Books for Young Readers,Board book,,"Description
Daddies are so special! Little truck lovers, join all your favorite diggers as they celebrate their daddies and all they do. Perfect for new daddies, Father’s Day, and every day!
From diggers to fire trucks, from street sweepers to cement mixers to other favorites—
all
the vehicles love their daddies and want to show them just how much! A barbecue is perfect for food trucks and all the other diggers on a lovely Father’s Day! Families will enjoy reading this book all year round because Daddies love their little diggers, too!
Children who can't get enough trucks will love all the books in the bestselling
Where Do...
series, including:
Where Do Diggers Sleep at Night?
Where Do Diggers Celebrate Christmas?
Where Do Diggers Say I Love You?
Where Do Diggers Hunt for Easter Eggs?
Where Do Diggers Trick-or-Treat?
Where Do Diggers Celebrate Hanukkah?
Diggers Love Their Mommies!
Diggers Love Their Daddies!",,22,,"April 1st, 2025",https://www.bookpeople.com/book/9780593710586,https://images.booksense.com/images/586/710/9780593710586.jpg,bookpeople
9780593750544,"I Love You, Mama (Tiny Moments)",J. D. Forester,Tinker: An Imprint of Penguin Workshop,Board book,,"Description
With a special cover flap designed for a personalized inscription, this beautiful board book is the perfect gift for Mother’s Day.
Capturing tender moments between a mother and child, this story celebrates all the care and warmth mothers provide. Moms will love receiving this touching read-aloud.
Commemorate some of life’s biggest milestones and occasions with the Tiny Moments series!",,8,,"March 18th, 2025",https://www.bookpeople.com/book/9780593750544,https://images.booksense.com/images/544/750/9780593750544.jpg,bookpeople
9781338895070,"You Are a Star, Malala Yousafzai",Dean Robbins,Scholastic Press,De Bolsillo,,"Description
Make way for Malala Yousafzai!
It's Malala Yousafzai like you've never seen her before!
Using a unique mix of first-person narrative, hilarious comic panels, and essential facts, Dean Robbins introduces young readers to an activist and trailblazer. The third book in the exciting You Are a Star nonfiction series, You Are a Star, Malala Yousafzai focuses on Malala's lifelong mission to bring educational equality and justice to all — especially young girls.
Maithili Joshi's spot-on comic illustrations bring this icon to life, and back matter instructs readers on how to be more like Malala!",,40,,"January 2nd, 2024",https://www.bookpeople.com/book/9781338895070,https://images.booksense.com/images/070/895/9781338895070.jpg,bookpeople
9781339037639,Mallory and the Mystery Diary (The Baby-sitters Club #29),Ann M. Martin,Scholastic Inc.,De Bolsillo,,"Description
America's favorite series returns with a new look and a Netflix TV show.
Mallory and Claudia are helping Stacey unpack from her move back to Stoneybrook when they find an antique trunk in the McGills' attic. Stacey doesn't want the dusty thing, so she gives the trunk to Mallory... who finds an old diary in the bottom of it.
The diary once belonged to Sophie, a girl who lived in Stacey's house in the 1890s. As Mallory reads deep into Sophie's diary, she discovers a mystery. There may be ghosts that haunt Stacey's house!
The Baby-sitters have one big mystery on their hands to solve. Because Stacey's house isn't big enough for her, her mom... and a family of ghosts!",,160,,"September 3rd, 2024",https://www.bookpeople.com/book/9781339037639,https://images.booksense.com/images/639/037/9781339037639.jpg,bookpeople
9781546110262,Mary Anne and the Great Romance (The Baby-sitters Club #30),Ann M. Martin,Scholastic Inc.,De Bolsillo,,"Description
America's favorite series returns with a new look and a Netflix TV show.
It's official — Mary Anne's father and Dawn's mother are getting married! The Baby-sitters think it's so romantic, especially since Mr. Spier and Mrs. Schafer first fell in love when they were in high school.
But nothing can top Mary Anne and Dawn's excitement. They want a huge wedding with beautiful dresses, lots of presents, and a five-layer cake. After all, this isn't just any wedding. Mary Anne and Dawn are going to be baby-sitters, best friends, and sisters, too!",,160,,"February 4th, 2025",https://www.bookpeople.com/book/9781546110262,https://images.booksense.com/images/262/110/9781546110262.jpg,bookpeople
9781546179252,Dawn's Wicked Stepsister (The Baby-sitters Club #31),Ann M. Martin,Scholastic Inc.,De Bolsillo,,"Description
America's favorite series returns with a new look and a Netflix TV show.
Now that Dawn and Mary Anne are friends and sisters, Dawn wants them to do everything together — share a room, talk all night long, wear each other's clothes.
But living with Mary Anne isn't exactly what Dawn expected. Mary Anne brags about having a date to the school dance, her kitten throws up on the rug, and she hogs Dawn's baby-sitting jobs!
Dawn's always wanted a sister. Instead, she got Mary Anne, the wicked stepsister of Stoneybrook!",,160,,"June 3rd, 2025",https://www.bookpeople.com/book/9781546179252,https://images.booksense.com/images/252/179/9781546179252.jpg,bookpeople
9781631139291,Conoce a Miguel de Cervantes ( Get to Know Miguel de Cervantes ) Spanish Edition (Personajes del Mundo Hispnico),Edna Iturralde,Loqueleo,De Bolsillo,,"Description
Four hundred years ago, Miguel de Cervantes wrote a magnificent adventure novel called Don Quixote. His novel, which is still read and studied in many countries today, is considered the most important work of Spanish literature ever written. The life of this talented writer was like an adventure novel itself; he was a soldier, a tax collector, and even spent some time in jail.",,0,,"March 1st, 2017",https://www.bookpeople.com/book/9781631139291,https://images.booksense.com/images/291/139/9781631139291.jpg,bookpeople
9781631139321,Conoce a Pablo Neruda (Personajes del Mundo Hispanico),Georgina Lazaro,Loqueleo,De Bolsillo,,"Description
Pablo Neruda was a senator, a consul, an ambassador, a scholar, and one of the most famous poets in the world. But even though he was a very important man, he never forgot his inner child. Neruda collected books and other objects as if they were toys; he used to paint a moustache on his face using burnt cork; he loved birds, and, one time, he even tamed a mongoose.",,0,,"May 1st, 2016",https://www.bookpeople.com/book/9781631139321,https://images.booksense.com/images/321/139/9781631139321.jpg,bookpeople
9781631139352,Conoce a Gabriel Garcia Marquez / My Name Is Gabito: The Life of Gabriel Garcia Marquez (Spanish Edition) (Personajes del Mundo Hispnico),Monica Brown,Loqueleo,De Bolsillo,,"Description
Can you imagine a shipwrecked sailor living on air and seaweed for eight days? Can you imagine a trail of yellow butterflies fluttering their wings to songs of love? Once, there was a little boy named Gabito who could. Gabriel Garcia Marquez is perhaps one of the most brilliant writers of our time. Using the imagery from his novels, Monica Brown traces the novelist's life in this creative nonfiction picture book.",,0,,"January 1st, 2017",https://www.bookpeople.com/book/9781631139352,https://images.booksense.com/images/352/139/9781631139352.jpg,bookpeople
9780194247672,DOMINOES: ONE: THE REAL MCCOY & OTHER GHOST STORIES,LESLEY THOMPSON,,,Libro antiguo y de ocasion,Dominoes One,,,,,https://www.casadellibro.com/libro-dominoes-one-the-real-mccoy-amp-other-ghost-stories/9780194247672/13201092,https://imagessl6.casadellibro.com/a/l/t1/defecto4.jpg,casa_del_libro
9780194384360,NEW ENGLISH FILE: PRE-INTERMEDIATE: WORKBOOK : SIX-LEVEL GENERAL ENGLISH COURSE FOR ADULTS,.,,Otros,Literatura nueva era,,,,,,https://www.casadellibro.com/libro-new-english-file-pre-intermediate-workbook-six-level-general-english-course-for-adults/9780194384360/12831271,https://imagessl3.casadellibro.com/a/l/t1/defecto3.jpg,casa_del_libro
9780194414876,OXFORD ENGLISH GRAMMAR COURSE INTERMEDIATE WITH ANSWERS AND COMPLETE INTERACTIVE EBOOK,Varios autores,"Oxford University Press España, S.A.",Rústica,Gramáticas de inglés,"Each section opens with a lively presentation page which introduces the point of grammar. Grammar explanations are short, clear and easy to remember. Colour is used to highlight grammatical contrasts. Each grammar explanation is followed immediately by an activity, so that students can practise before moving on to the next explanation. Engaging practice activities include Internet exercises which enable students to see how language is used in real life, Do-it-yourself exercises which encourage students to discover how grammar works, and personalisation activities which allow students to use the grammar to talk about themselves. There are 'More practice' and a revision test at the end of each section. OEGC Intermediate has units at two levels. Some, marked 'Revise the Basics', revise elementary points of grammar which may still cause problems; units marked 'Level 2' are more advanced. Each level has a free downloadable Teacher's Guide. These lesson-by-lesson guide",Inglés,,,04/03/2019,https://www.casadellibro.com/libro-oxford-english-grammar-course-intermediate-with-answers-and-complete-interactive-ebook/9780194414876/9179871,https://imagessl5.casadellibro.com/a/l/t5/76/9780194414876.jpg,casa_del_libro
9780194579575,ENGLISH FOR CABIN CREW STUDENT S BOOK & MULTI-ROM PACK,Varios autores,Oxford University Press,Rústica,Métodos y material de inglés,"English for Cabin Crew is an ideal short course designed for both trainee cabin crew, and flight attendants in employment.English for Cabin Crew teaches students how to communicate clearly, assertively, and politely in a range of different on-board situations. English for Cabin Crew has eight units, organised around the sequence of a flight: from introductory and pre-flight information, through to descent, landing, and layover. English for Cabin Crew also covers a range of related topics, such as how to explain meals and services, solving seating problems, and attending to sick passengers.",Inglés,,,15/09/2010,https://www.casadellibro.com/libro-english-for-cabin-crew-student-s-book-amp-multi-rom-pack/9780194579575/1851612,https://imagessl1.casadellibro.com/a/l/t5/75/9780194579575.jpg,casa_del_libro
9780194713535,NEW HEADWAY ADVANCED STUDENT S BOOK + ITUTOR (PACK) (4ED),Varios autores,Oxford University Press,Rústica,Métodos y material de inglés,"A completely new Pre-Intermediate level of the world''s most trusted English course, with brand new digital resources bringing you a completely up-to-date blended Headway course. With its proven methodology, Headway is the course you can always trust. The strong grammar focus, clear vocabulary syllabus and integrated skills work give you lessons that really work in class. Constant updates mean the material is always current, and with a huge range of components available, you''ve always got support where you need it. Key features: - New and updated texts and topics - Integrated skills syllabus with a clear grammar focus - iTools - an all-in-one teaching resource for the interactive classroom - iTutor and iChecker - interactive self-study discs that come with the Student''s Book and the Workbook - Full teacher support - resources, photocopiables, tests and more - online and in print - Brand new video content, available for students on iTutor with interactive exercises",Inglés,,,03/08/2015,https://www.casadellibro.com/libro-new-headway-advanced-student-s-book-itutor-pack-4ed/9780194713535/2595851,https://imagessl2.casadellibro.com/a/l/t5/35/9780194713535.jpg,casa_del_libro
