url_detalle,titulo,autor,isbn,precio,descripcion,info_adicional,portada_url
https://www.ellector.com.py/productos/the-boy-in-the-striped-pajamas-id-Op25Ije.html,The Boy In The Striped Pajamas,John Boyne,9780385751537,110000,The Boy In The Striped Pajamas,"{""moneda"": ""PYG"", ""formato"": ""--"", ""tapa"": """", ""encuadernacion"": ""-"", ""idioma"": ""Español"", ""editorial"": ""Prhmeeuu"", ""paginas"": """", ""fecha_edicion"": """", ""medidas"": """", ""_tabla_adicional"": {""edición"": ""1"", ""tomos"": ""1"", ""editorial"": ""PRHMEEUU""}}",
https://www.ellector.com.py/productos/recupera-tu-mente-reconquista-tu-vida-id-br5VHn3.html,Recupera Tu Mente Reconquista Tu Vida,Marian Rojas Estapé,9789508523679,180000,Recupera Tu Mente Reconquista Tu Vida,"{""moneda"": ""PYG"", ""formato"": ""--"", ""tapa"": """", ""encuadernacion"": ""-"", ""idioma"": ""Español"", ""editorial"": ""Espasa"", ""paginas"": """", ""fecha_edicion"": """", ""medidas"": """", ""_tabla_adicional"": {""idioma"": ""ESPAÑOL"", ""editorial"": ""ESPASA""}}",
https://www.ellector.com.py/productos/cara-a-cara-id-kNlNClB.html,Cara A Cara,Gabriel Rolón,9789878221250,120000,"“El Psicoanálisis no es una religión. Es un viaje que tiene como punto de partida la angustia y como destino final la verdad. Un sendero que recorren juntos dos viajeros sin más brújula que el lenguaje y el deseo. Deseo de saber, otro de los nombres del amor. El paciente es al mismo tiempo el capitán y el remero, la barca y el mar; el analista, esa voz que invita a seguir.” Este libro de Gabriel Rolón es una gran aventura. No reúne casos clínicos ni relatos de ficción, tampoco es un libro de teoría: es algo distinto. Es un trabajo en el que decide hablar consigo mismo para pensar sobre cada uno de los enigmas que lo desvelan: el deseo, el desamor, la muerte, los hijos, la pasión, la felicidad, el recuerdo y el olvido, entre otros.","{""moneda"": ""PYG"", ""formato"": ""Tapa Blanda - Rústica"", ""tapa"": ""Blanda"", ""encuadernacion"": ""Rústica"", ""idioma"": ""Español"", ""editorial"": ""Booket"", ""paginas"": ""376"", ""fecha_edicion"": ""18/03/2024"", ""medidas"": ""14 X 21"", ""_tabla_adicional"": {""fecha_edicion"": ""18/03/2024"", ""paginas"": ""376"", ""medidas"": ""14 X 21"", ""idioma"": ""ESPAÑOL"", ""editorial"": ""BOOKET""}}",https://www.ellector.com.py/product_photos/24b89be1/ebba56d6c18a421fb793c67fcfae5e3b.jpg
https://www.ellector.com.py/productos/hombre-perro:-el-despeluzado-escarlata-id-lmGwHop.html,Hombre Perro: El Despeluzado Escarlata,Dav Pilkey,9781546148036,160000,Hombre Perro: El Despeluzado Escarlata,"{""moneda"": ""PYG"", ""formato"": ""--"", ""tapa"": """", ""encuadernacion"": ""-"", ""idioma"": ""Español"", ""editorial"": ""Scholastic"", ""paginas"": """", ""fecha_edicion"": """", ""medidas"": """", ""_tabla_adicional"": {""idioma"": ""ESPAÑOL"", ""editorial"": ""SCHOLASTIC""}}",
https://www.ellector.com.py/productos/hombre-perro-y-supergatito-td-4-id-OBb6ije.html,Hombre Perro y Supergatito Td 4,Dav Pilkey,9781338331318,160000,"Hombre Perro está de regreso, ¡y esta vez lo acompaña un compinche felino! El dúo tendrá que salir al rescate de una glamorosa estrella de cine desaparecida. ¡Una aventura perfecta para Hombre Perro y Supergatito!","{""moneda"": ""PYG"", ""formato"": ""--"", ""tapa"": """", ""encuadernacion"": ""-"", ""idioma"": ""Español"", ""editorial"": ""Scholastic"", ""paginas"": """", ""fecha_edicion"": """", ""medidas"": """", ""_tabla_adicional"": {""edición"": ""1"", ""tomos"": ""1"", ""idioma"": ""ESPAÑOL"", ""editorial"": ""SCHOLASTIC""}}",https://www.ellector.com.py/product_photos/24b89be1/4f7987e041fc2e555b7f39d1fc06124b.jpg
https://www.ellector.com.py/productos/practi-ingles-cartas-id-4N1qfd1.html,Practi Ingles Cartas,,9786313070992,55000,Practi Ingles Cartas,"{""moneda"": ""PYG"", ""formato"": ""--"", ""tapa"": """", ""encuadernacion"": ""-"", ""idioma"": ""Español"", ""editorial"": ""El Gato De Hojalata"", ""paginas"": """", ""fecha_edicion"": """", ""medidas"": """", ""_tabla_adicional"": {""idioma"": ""ESPAÑOL"", ""editorial"": ""EL GATO DE HOJALATA""}}",
https://www.ellector.com.py/productos/bluey:-juegos-y-diversion-id-JXNgIKd.html,Bluey: Juegos y Diversión,Bluey,9789877365030,80000,Bluey: Juegos y Diversión,"{""moneda"": ""PYG"", ""formato"": ""--"", ""tapa"": """", ""encuadernacion"": ""-"", ""idioma"": ""Español"", ""editorial"": ""Altea"", ""paginas"": """", ""fecha_edicion"": """", ""medidas"": """", ""_tabla_adicional"": {""idioma"": ""ESPAÑOL"", ""editorial"": ""ALTEA""}}",
https://www.ellector.com.py/productos/hombre-perro:-veinte-mil-pulgas-de-viaje-en-submarino-td-id-Lq17t4k.html,Hombre Perro: Veinte Mil Pulgas De Viaje En Submarino Td,,9781339043715,160000,Hombre Perro: Veinte Mil Pulgas De Viaje En Submarino Td,"{""moneda"": ""PYG"", ""formato"": ""--"", ""tapa"": """", ""encuadernacion"": ""-"", ""idioma"": ""Español"", ""editorial"": ""Scholastic"", ""paginas"": """", ""fecha_edicion"": """", ""medidas"": """", ""_tabla_adicional"": {""idioma"": ""ESPAÑOL"", ""editorial"": ""SCHOLASTIC""}}",
https://www.ellector.com.py/productos/el-elemento-id-yGANu15.html,El Elemento,Sir Ken Robinson,9789877254006,130000,"El libro que ha revolucionado el campo de la creatividad, la innovación y el aprendizaje. ¿Qué tienen en común Matt Groening, el creador deLos Simpsons, el empresario Richard Branson, o la periodista Arianna Huffington? Más allá de su enorme éxito profesional, todos ellos son personas que muestran una extraordinaria pasión por lo que hacen y que han encontrado lo que Ken Robinson denomina su Elemento, es decir, el lugar donde la persona hace aquello que realmente quiere hacer y donde es quien siempre ha querido ser. Ken Robinson consigue en este libro transmitir la importancia de encontrar ese punto, motiva al lector a buscarlo y le recuerda que nunca es tarde para alcanzarlo.El Elemento es un libro especialmente necesario en unos momentos en los que el éxito parece medirse exclusivamente mediante parámetros económicos, porque nos demuestra que la clave reside en hacer especialmente bien aquello que nos apasiona. La clave del elemento reside en hacer especialmente bien aquello que nos apasiona.","{""moneda"": ""PYG"", ""formato"": ""Tapa Blanda - Rústica"", ""tapa"": ""Blanda"", ""encuadernacion"": ""Rústica"", ""idioma"": ""Español"", ""editorial"": ""Debolsillo Clave"", ""paginas"": ""360"", ""fecha_edicion"": ""19/11/2020"", ""medidas"": ""13 X 19 CM"", ""_tabla_adicional"": {""edición"": ""1"", ""fecha_edicion"": ""19/11/2020"", ""tomos"": ""1"", ""paginas"": ""360"", ""medidas"": ""13 X 19 CM"", ""idioma"": ""ESPAÑOL"", ""editorial"": ""DEBOLSILLO CLAVE""}}",https://www.ellector.com.py/product_photos/24b89be1/351d62f4ce71dbbd0b406474593c4c30.jpg
https://www.ellector.com.py/productos/hombre-perro-se-desata-2-id-vVmEtLr.html,Hombre Perro Se Desata 2,Dav Pilkey,9781338233483,160000,"Hombre Perro, el nuevo héroe de Dav Pilkey, el creador del Capitán Calzoncillos, está aún aprendiendo su oficio mientras que Pedrito el gato está acabando con la ciudad. Podrá Hombre Perro atrapar al rufián o se saldrá Pedrito el gato con la suya?","{""moneda"": ""PYG"", ""formato"": ""--"", ""tapa"": """", ""encuadernacion"": ""-"", ""idioma"": ""Español"", ""editorial"": ""Scholastic"", ""paginas"": """", ""fecha_edicion"": """", ""medidas"": """", ""_tabla_adicional"": {""edición"": ""1"", ""idioma"": ""ESPAÑOL"", ""editorial"": ""SCHOLASTIC""}}",https://www.ellector.com.py/product_photos/24b89be1/32d49eca7880f714770defb564f0b087.jpg
https://www.ellector.com.py/productos/flashcards-abc-id-vVMMsLr.html,Flashcards Abc,,9780545903332,55000,"Scholastic Early Learners: Interactive books for hands-on learning. Perfect for babies, toddlers, preschoolers, kindergarteners, and first graders, too! ABC Flashcards help children learn their letters, particularly focusing on the sounds letters make at the beginning of words. The set contains 26 flashcards, and comes in a sturdy box for easy storage. One side of each flashcard provides practice in forming each letter of the alphabet, while the other side presents a word that uses that letter sound, providing practice with that letter in context, and helping to build the child's vocabulary.Scholastic Early Learners: Interactive books for hands-on learning. Perfect for babies, toddlers, preschoolers, kindergarteners, and first graders, too!","{""moneda"": ""PYG"", ""formato"": ""--"", ""tapa"": """", ""encuadernacion"": ""-"", ""idioma"": ""Inglés"", ""editorial"": ""Scholastic"", ""paginas"": """", ""fecha_edicion"": """", ""medidas"": """", ""_tabla_adicional"": {""edición"": ""1"", ""tomos"": ""1"", ""idioma"": ""INGLÉS"", ""editorial"": ""SCHOLASTIC""}}",https://www.ellector.com.py/product_photos/24b89be1/18593f0616959b205724d156782785f8.jpg
https://www.ellector.com.py/productos/historias-de-divan-id-4Ak7IaD.html,Historias De Diván,Gabriel Rolón,9789878220628,140000,Historias De Diván,"{""moneda"": ""PYG"", ""formato"": ""--"", ""tapa"": """", ""encuadernacion"": ""-"", ""idioma"": ""Español"", ""editorial"": ""Booket"", ""paginas"": """", ""fecha_edicion"": """", ""medidas"": """", ""_tabla_adicional"": {""idioma"": ""ESPAÑOL"", ""editorial"": ""BOOKET""}}",
https://www.ellector.com.py/productos/como-mandar-a-la-mierda-de-forma-educada-id-g31kTp1.html,Cómo Mandar A La Mierda De Forma Educada,Alba Cardalda,9789501533088,190000,"¿Por qué nos cuesta poner límites? El miedo a perder el trabajo, la idea del amor romántico o el temor a que dejen de querernos si decimos ""no"" son algunas de las razones. Por ello nos cuesta tanto hacerlo y, cuando nos decidimos, sentimos culpa, temor o ansiedad. Lo cierto es que poner límites en las relaciones es tan necesario como ponerlos en una ruta: evita accidentes. No obstante, no siempre es positivo ni sano: es el cómo se comunican esos límites lo que nos ayuda a mejorar nuestra relación con los demás y con nosotros mismos. En este libro, la psicóloga y neurocientífica Alba Cardalda nos enseña a decir ""basta"" con asertividad y empatía para conseguir relaciones más plenas y honestas, que nos harán sentirnos más respetados, amados y, sobre todo, libres de ser quienes realmente somos.","{""moneda"": ""PYG"", ""formato"": ""Tapa Blanda - Rústica"", ""tapa"": ""Blanda"", ""encuadernacion"": ""Rústica"", ""idioma"": ""Español"", ""editorial"": ""Vergara"", ""paginas"": ""288"", ""fecha_edicion"": ""01/11/2024"", ""medidas"": ""14 X 21"", ""_tabla_adicional"": {""fecha_edicion"": ""01/11/2024"", ""paginas"": ""288"", ""medidas"": ""14 X 21"", ""idioma"": ""ESPAÑOL"", ""editorial"": ""VERGARA""}}",https://www.ellector.com.py/product_photos/24b89be1/85107b3f030d2dc0798e2c792ec2f779.jpg
https://www.ellector.com.py/productos/mi-parte-miedosa-id-96NvFm6.html,Mi Parte Miedosa,Belen Carrizosa,9789998913141,85000,Mi Parte Miedosa,"{""moneda"": ""PYG"", ""formato"": ""--"", ""tapa"": """", ""encuadernacion"": ""-"", ""idioma"": ""Español"", ""editorial"": ""Del Autor"", ""paginas"": """", ""fecha_edicion"": """", ""medidas"": """", ""_tabla_adicional"": {""idioma"": ""ESPAÑOL"", ""editorial"": ""DEL AUTOR""}}",
