ISBN,TITULO,AUTOR,EDITORIAL,ENCUADERNACION,CATEGORIA,SINOPSIS,IDIOMA,PAGINAS,DIMENSIONES,FECHA PUBLICACION,URL,URL PORTADA,SITE
9783836581912,Homes for Our Time. Contemporary Houses Around the World. 45th Ed. (40th Edition),Philip Jodidio,Taschen,Tapa Dura,,"Description
Across small cottages and lavish villas, beach houses and forest refuges, discover
the world's finest crop of new homes
. This cutting-edge global digest features such talents as Shigeru Ban and Marcio Kogan alongside up-and-coming names like
Aires Mateus
,
Xu Fu-Min
,
Vo Trong Nghia
,
Desai Chia
, and
Shunri Nishizawa
. Here, there are homes in Australia and New Zealand, from China and Vietnam, in the United States and Mexico, and on to less expected places like Ecuador and Costa Rica. The result is
a sweeping survey of the contemporary house
and a revelation that homes across the globe may have more in common than expected.
Among guava trees and abandoned forts in
Western India
is a sanctuary designed for and by Kamal Malik of
Malik Architecture
. The House of Three Streams is a sprawling spectacle with high ceilings, verandas, and pavilions, perched atop a ridge overlooking two ravines. A medley of steel, glass, wood, and stone, the house weaves along the contour of the landscape, almost as an extension of the forest. Encina House by Aranguren & Gallegos, an elegant, sloping structure reminiscent of a gazebo, similarly inhabits its surrounding vista. Ensconced in a pine forest north of
Madrid
, the lower level is embedded in rock and connected to the upper by a natural stone wall. Shinichi Ogawa's Seaside House is an immaculate two-story minimalist marvel in
Kanagawa
that overlooks the Pacific. Its living area spills onto a cantilevered terrace and infinity pool, almost dissolving into the ocean as one seamless entity. In Vietnam, Shunri Nishizawa's House in
Chau Doc
exudes tropical sophistication with exposed timber beams, woven bamboo, plants, concrete panels, and inner balconies and terraces. Its corrugated iron panels act as moveable walls and shutters, ushering in views of surrounding rice fields.
These homes--along with more than 50 others--are each remarkably distinct in design
. They all, however, toe the line between inside and outside, each one symbiotic with its surroundings.",,512,,"June 18th, 2020",https://www.bookpeople.com/book/9783836581912,https://images.booksense.com/images/912/581/9783836581912.jpg,bookpeople
9789871713561,MANGA Dibuja y crea tu propio manga. Guía para principiantes / Draw and Create your Manga. A Guide for Beginners,Varios autores,Guadal X,De Bolsillo,,"Description
INCLUYE PERSONAJES ESTILO ANIME
¿Quieres convertirte en un experto dibujante de manga? En este libro aprenderás todo acerca de estas historietas y del arte de dibujar personajes, fondos, viñetas y escenas. ¡Anímate! Con esta completa guía para dibujar estarás listo para diseñar tu propio manga.
¡Toma lápiz y papel y comienza ahora mismo!
ENGLISH DESCRIPTION
THIS BOOK INCLUDES ANIME STYLE CHARACTERS
You’ll learn everything about comics and the art of drawing characters, backgrounds, vignettes, and scenes. Cheer up! With this complete drawing guide, you’ll be ready to design your own manga.
Grab a pen and a paper and get started right now!",,128,,"July 11th, 2023",https://www.bookpeople.com/book/9789871713561,https://images.booksense.com/images/561/713/9789871713561.jpg,bookpeople
9783836581912,HOMES FOR OUR TIME (ING),VV.AA.,,,Libro antiguo y de ocasion,,,,,,https://www.casadellibro.com/libro-homes-for-our-time-ing/9783836581912/13276402,https://imagessl6.casadellibro.com/a/l/t1/defecto3.jpg,casa_del_libro
9788426728784,50 HISTORIAS DE NIÑOS Y NIÑAS QUE CAMBIARON EL MUNDO,CID FORNELL. FRANCISCO,Marcombo,Rústica,Pedagogía social,"Cientos de libros recogen la historia de niños y niñas que hicieron grandes hazañas siendo adultos. Personalidades que han pasado a la historia y que hoy en día son referentes en distintos campos. Pero, ¿sabía que existen multitud de casos donde son los propios niños quienes han protagonizado proezas, siendo lo que son, simple y llanamente niños? Este libro, dirigido a adultos, plasma 50 relatos de pequeños valientes que han marcado la historia reciente. Sucesos como el de Benedicto IX, quien se convirtió en el papa más joven con apenas 12 años y fue tildado como cruel y mujeriego. Relatos como el de Robbie Mannheim que, con tan solo 15 años, vivió unas de las experiencias más aterradoras que se recuerdan y dio lugar a una de las películas de terror más taquilleras de la historia, El exorcista. O la historia de los niños vacunas, que fueron enviados al Nuevo Mundo con una cura en su interior para paliar una terrible epidemia de viruela.Niños que inventaron objetos fascinantes, pequeños que escribieron cartas a gobernantes para detener guerras e infantes que dominaron imperios ocupan las páginas de este libro. Todos ellos tienen una particularidad en común: cambiaron nuestra manera de pensar, de vivir y de sentir con apenas unos pocos años de vida.Consiga su ejemplar, disfrute de cada historia y déjese llevar por las emociones que sentirá al leerlas. Francisco Cid Fornell es profesor de educación infantil y primaria por la Universidad de Huelva. Máster en Psicología y especialista en dibujo infantil. Premio a la excelencia e innovación educativa por la Asociación Mundial de Educadores Infantiles en 2016. Segundo mejor maestro de España en 2018 por la fundación Educa. Premio a la mejor práctica de atención y diversidad educativa en la Feria Internacional de Educación (SIMO) en 2019. Premio al valor ciudadano en 2018. Autor de varios libros y colaborador habitual en revistas y prensa especializada. Conferenciante y ponente internacional.",Castellano,178,24.0 cm x 17.0 cm x 1.0 cm,01/06/2020,https://www.casadellibro.com/libro-50-historias-de-ninos-y-ninas-que-cambiaron-el-mundo/9788426728784/11536155,https://imagessl7.casadellibro.com/a/l/t5/84/9788426728784.jpg,casa_del_libro
9789871713561,DIBUJA Y CREA TU PROPIO MANGA,VV.AA.,,,Libros de ilustración,,,,,,https://www.casadellibro.com/libro-dibuja-y-crea-tu-propio-manga/9789871713561/17123553,https://imagessl7.casadellibro.com/a/l/t5/61/9789871713561.jpg,casa_del_libro
9789873398209,JULIO CORTÁZAR. COLECCIÓN ANTIHÉROES 1,Nadia Fink,Alejandro Blando,Rústica,Humanidades,"Nuestro primer Antihéroe, Julio Cortázar, un niño con cuerpo de grande, que tiene el superpoderde transformar la realidad en una fantasía para poner el mundo patas para arriba.",Castellano,24,,04/03/2015,https://www.casadellibro.com/libro-julio-cortazar-coleccion-antiheroes-1/9789873398209/2945183,https://imagessl6.casadellibro.com/a/l/t5/09/9789873398209.jpg,casa_del_libro
9789876346757,CUENTOS DE LA SELVA,HORACIO QUIROGA,,,Literatura de 7 a 9 años,,,,,,https://www.casadellibro.com/libro-cuentos-de-la-selva/9789876346757/13454369,https://imagessl6.casadellibro.com/a/l/t1/defecto3.jpg,casa_del_libro
9789878208480,LUNA DICE,Varios autores,El Gato de Hojalata,Rústica,Álbumes ilustrados,"Esta colección combina la magia de la lectura con el encanto de los peluches. Este libro incluye un peluche especial con velcro y una cinta, permitiendo a los niños colocarlo en diferentes escenas de la historia. A través de divertidas aventuras, cada niño aprende hábitos constructivos y el valor del crecimiento personal.",Castellano,12,,23/04/2025,https://www.casadellibro.com/libro-luna-dice/9789878208480/16941923,https://imagessl5.casadellibro.com/a/l/t5/80/9789878208480.jpg,casa_del_libro
9789878940755,Pokmon. Gua definitiva de la regin de Paldea,The Pokmon Company,Montena,Rústica,,"Sumrgete en la cartografa, la ecologa y la estrategia de una de las regiones ms sorprendentes de la saga; en Pokmon. Gua definitiva de la regin de Paldea encontrars una presentacin exhaustiva de rutas, hbitats y retos que te permitir conocer Paldea con la precisin de un manual de campo. La obra, desarrollada por The Pokmon Company , combina rigor informativo y diseo accesible para facilitar la consulta tanto en partidas como en estudios detallados. Este volumen compila caractersticas de ms de 400 Pokmon, entre ellos ms de 100 especies completamente nuevas, con ejemplos como Annihilape, Baxcalibur, Wugtrio y Zweilous, y ofrece datos pormenorizados sobre movimientos, tipos y lneas evolutivas. Adems, incluye informacin especfica sobre la geografa, los puntos de inters y las dinmicas de la regin que aportan contexto a cada encuentro y estrategia, presentada de forma clara y organizada para su uso prctico. La gua est pensada para entrenadores, coleccionistas y diseadores de tcticas que buscan una fuente confiable y completa sobre Paldea; su enfoque equilibrado entre descripciones, estadsticas y notas regionales facilita tanto la planificacin competitiva como la exploracin narrativa del universo Pokmon.",Espaol,224,,,https://contrapunto.cl/products/pokemon-guia-definitiva-de-la-region-de-paldea,https://cdn.shopify.com/s/files/1/0572/1486/1387/files/9789878940755.png?v=1736121962,contrapunto
9788403522305,La Alegria De Jugar Cada Dia,Laura Barnd,Aguilar,Rústica,,"Actividades fáciles y manualidades creativas para niños y padres. Cincuenta actividades creativas para las horas de juego que fomentan la conexión con la naturaleza, divierten y te ayudan a crear un vínculo con tus hijos, a la vez que alimentan al niño que todos llevamos dentro. Las actividades, de atención plena, creativas y fáciles de realizar, las disfrutarás tanto como tus hijos. Las hay cortas, largas, ruidosas y silenciosas. Laura Brand las ha puesto en práctica mientras criaba a sus dos hijos, menores de dos años, y comparte con nosotros su experiencia en cada uno de los ejercicios. Este manual te ayudará a inyectar diversión, atención y manualidades durante la hora del baño, las tardes lluviosas, los viajes largos y los momentos de juego, así como a resistir (tanto como sea posible) la tentación de pasar las horas frente a una pantalla. Disfruta con la ayuda de este libro de juegos y actividades infantiles, adecuados para un amplio rango de edad, especialmente pensados para disfrutar en familia. Contiene más de 50 juegos, pasatiempos y manualidades diseñados para realizar con materiales que todos tenemos a mano en casa, a los que podrás recurrir una y otra vez.",Español,208,,,https://www.ellector.com.py/productos/la-alegria-de-jugar-cada-dia-id-ovekfRg.html,https://www.ellector.com.py/product_photos/24b89be1/894f1028de4c81ea826c0e1715e60b1b.jpg,el_lector
