isbn,site,url,titulo,amazon_search_url
9780143131618,,,,https://www.amazon.com/s?k=9780143131618&i=stripbooks
9780143133100,,,,https://www.amazon.com/s?k=9780143133100&i=stripbooks
9780143134152,,,,https://www.amazon.com/s?k=9780143134152&i=stripbooks
9780143138228,,,,https://www.amazon.com/s?k=9780143138228&i=stripbooks
9780143138594,,,,https://www.amazon.com/s?k=9780143138594&i=stripbooks
9780143139089,,,,https://www.amazon.com/s?k=9780143139089&i=stripbooks
9780147510488,,,,https://www.amazon.com/s?k=9780147510488&i=stripbooks
9780152024499,,,,https://www.amazon.com/s?k=9780152024499&i=stripbooks
9780152057800,,,,https://www.amazon.com/s?k=9780152057800&i=stripbooks
9780156949606,,,,https://www.amazon.com/s?k=9780156949606&i=stripbooks
9780194005043,,,,https://www.amazon.com/s?k=9780194005043&i=stripbooks
9780194005067,,,,https://www.amazon.com/s?k=9780194005067&i=stripbooks
9780194005074,,,,https://www.amazon.com/s?k=9780194005074&i=stripbooks
9780194005272,,,,https://www.amazon.com/s?k=9780194005272&i=stripbooks
9780194005333,,,,https://www.amazon.com/s?k=9780194005333&i=stripbooks
9780194005388,,,,https://www.amazon.com/s?k=9780194005388&i=stripbooks
9780194005654,,,,https://www.amazon.com/s?k=9780194005654&i=stripbooks
9780194005692,,,,https://www.amazon.com/s?k=9780194005692&i=stripbooks
9780194006002,,,,https://www.amazon.com/s?k=9780194006002&i=stripbooks
9780194006019,,,,https://www.amazon.com/s?k=9780194006019&i=stripbooks
9780194006026,,,,https://www.amazon.com/s?k=9780194006026&i=stripbooks
9780194006033,,,,https://www.amazon.com/s?k=9780194006033&i=stripbooks
9780194006040,,,,https://www.amazon.com/s?k=9780194006040&i=stripbooks
9780194016285,,,,https://www.amazon.com/s?k=9780194016285&i=stripbooks
9780194016292,,,,https://www.amazon.com/s?k=9780194016292&i=stripbooks
9780194016308,,,,https://www.amazon.com/s?k=9780194016308&i=stripbooks
9780194016483,,,,https://www.amazon.com/s?k=9780194016483&i=stripbooks
9780194016490,,,,https://www.amazon.com/s?k=9780194016490&i=stripbooks
9780194016506,,,,https://www.amazon.com/s?k=9780194016506&i=stripbooks
9780194023009,,,,https://www.amazon.com/s?k=9780194023009&i=stripbooks
9780194033572,,,,https://www.amazon.com/s?k=9780194033572&i=stripbooks
9780194033596,,,,https://www.amazon.com/s?k=9780194033596&i=stripbooks
9780194033602,,,,https://www.amazon.com/s?k=9780194033602&i=stripbooks
9780194033619,,,,https://www.amazon.com/s?k=9780194033619&i=stripbooks
9780194033640,,,,https://www.amazon.com/s?k=9780194033640&i=stripbooks
9780194033657,,,,https://www.amazon.com/s?k=9780194033657&i=stripbooks
9780194033671,,,,https://www.amazon.com/s?k=9780194033671&i=stripbooks
9780194033688,,,,https://www.amazon.com/s?k=9780194033688&i=stripbooks
9780194034050,,,,https://www.amazon.com/s?k=9780194034050&i=stripbooks
9780194034067,,,,https://www.amazon.com/s?k=9780194034067&i=stripbooks
9780194034128,,,,https://www.amazon.com/s?k=9780194034128&i=stripbooks
9780194034135,,,,https://www.amazon.com/s?k=9780194034135&i=stripbooks
9780194034159,,,,https://www.amazon.com/s?k=9780194034159&i=stripbooks
9780194034449,,,,https://www.amazon.com/s?k=9780194034449&i=stripbooks
9780194034456,,,,https://www.amazon.com/s?k=9780194034456&i=stripbooks
9780194034463,,,,https://www.amazon.com/s?k=9780194034463&i=stripbooks
9780194034470,,,,https://www.amazon.com/s?k=9780194034470&i=stripbooks
9780194034487,,,,https://www.amazon.com/s?k=9780194034487&i=stripbooks
9780194034494,,,,https://www.amazon.com/s?k=9780194034494&i=stripbooks
9780194034517,,,,https://www.amazon.com/s?k=9780194034517&i=stripbooks
9780194034524,,,,https://www.amazon.com/s?k=9780194034524&i=stripbooks
9780194034531,,,,https://www.amazon.com/s?k=9780194034531&i=stripbooks
9780194034654,,,,https://www.amazon.com/s?k=9780194034654&i=stripbooks
9780194034715,,,,https://www.amazon.com/s?k=9780194034715&i=stripbooks
9780194046688,,,,https://www.amazon.com/s?k=9780194046688&i=stripbooks
9780194046756,,,,https://www.amazon.com/s?k=9780194046756&i=stripbooks
9780194049245,,,,https://www.amazon.com/s?k=9780194049245&i=stripbooks
9780194049276,,,,https://www.amazon.com/s?k=9780194049276&i=stripbooks
9780194049368,,,,https://www.amazon.com/s?k=9780194049368&i=stripbooks
9780194049399,,,,https://www.amazon.com/s?k=9780194049399&i=stripbooks
9780194049481,,,,https://www.amazon.com/s?k=9780194049481&i=stripbooks
9780194049511,,,,https://www.amazon.com/s?k=9780194049511&i=stripbooks
9780194049603,,,,https://www.amazon.com/s?k=9780194049603&i=stripbooks
9780194049634,,,,https://www.amazon.com/s?k=9780194049634&i=stripbooks
9780194049726,,,,https://www.amazon.com/s?k=9780194049726&i=stripbooks
9780194049757,,,,https://www.amazon.com/s?k=9780194049757&i=stripbooks
9780194049849,,,,https://www.amazon.com/s?k=9780194049849&i=stripbooks
9780194049870,,,,https://www.amazon.com/s?k=9780194049870&i=stripbooks
9780194049962,,,,https://www.amazon.com/s?k=9780194049962&i=stripbooks
9780194050081,,,,https://www.amazon.com/s?k=9780194050081&i=stripbooks
9780194050111,,,,https://www.amazon.com/s?k=9780194050111&i=stripbooks
9780194052153,,,,https://www.amazon.com/s?k=9780194052153&i=stripbooks
9780194052160,,,,https://www.amazon.com/s?k=9780194052160&i=stripbooks
9780194052177,,,,https://www.amazon.com/s?k=9780194052177&i=stripbooks
9780194052207,,,,https://www.amazon.com/s?k=9780194052207&i=stripbooks
9780194052306,,,,https://www.amazon.com/s?k=9780194052306&i=stripbooks
9780194052344,,,,https://www.amazon.com/s?k=9780194052344&i=stripbooks
9780194053969,,,,https://www.amazon.com/s?k=9780194053969&i=stripbooks
9780194053983,,,,https://www.amazon.com/s?k=9780194053983&i=stripbooks
9780194060950,,,,https://www.amazon.com/s?k=9780194060950&i=stripbooks
9780194060974,,,,https://www.amazon.com/s?k=9780194060974&i=stripbooks
9780194061100,,,,https://www.amazon.com/s?k=9780194061100&i=stripbooks
9780194061124,,,,https://www.amazon.com/s?k=9780194061124&i=stripbooks
9780194061254,,,,https://www.amazon.com/s?k=9780194061254&i=stripbooks
9780194061278,,,,https://www.amazon.com/s?k=9780194061278&i=stripbooks
9780194061407,,,,https://www.amazon.com/s?k=9780194061407&i=stripbooks
9780194061421,,,,https://www.amazon.com/s?k=9780194061421&i=stripbooks
9780194061704,,,,https://www.amazon.com/s?k=9780194061704&i=stripbooks
9780194061728,,,,https://www.amazon.com/s?k=9780194061728&i=stripbooks
9780194063364,,,,https://www.amazon.com/s?k=9780194063364&i=stripbooks
9780194070003,,,,https://www.amazon.com/s?k=9780194070003&i=stripbooks
9780194070010,,,,https://www.amazon.com/s?k=9780194070010&i=stripbooks
9780194070034,,,,https://www.amazon.com/s?k=9780194070034&i=stripbooks
9780194070065,,,,https://www.amazon.com/s?k=9780194070065&i=stripbooks
9780194070669,,,,https://www.amazon.com/s?k=9780194070669&i=stripbooks
9780194110549,,,,https://www.amazon.com/s?k=9780194110549&i=stripbooks
9780194113946,,,,https://www.amazon.com/s?k=9780194113946&i=stripbooks
9780194114189,,,,https://www.amazon.com/s?k=9780194114189&i=stripbooks
9780194118453,,,,https://www.amazon.com/s?k=9780194118453&i=stripbooks
9780194123532,,,,https://www.amazon.com/s?k=9780194123532&i=stripbooks
9780194123570,,,,https://www.amazon.com/s?k=9780194123570&i=stripbooks
9780194123693,,,,https://www.amazon.com/s?k=9780194123693&i=stripbooks
9780194123792,,,,https://www.amazon.com/s?k=9780194123792&i=stripbooks
9780194131070,,,,https://www.amazon.com/s?k=9780194131070&i=stripbooks
9780194131087,,,,https://www.amazon.com/s?k=9780194131087&i=stripbooks
9780194131124,,,,https://www.amazon.com/s?k=9780194131124&i=stripbooks
9780194233958,,,,https://www.amazon.com/s?k=9780194233958&i=stripbooks
9780194233965,,,,https://www.amazon.com/s?k=9780194233965&i=stripbooks
9780194234207,,,,https://www.amazon.com/s?k=9780194234207&i=stripbooks
9780194236195,,,,https://www.amazon.com/s?k=9780194236195&i=stripbooks
9780194237956,,,,https://www.amazon.com/s?k=9780194237956&i=stripbooks
9780194238540,,,,https://www.amazon.com/s?k=9780194238540&i=stripbooks
9780194238557,,,,https://www.amazon.com/s?k=9780194238557&i=stripbooks
9780194239035,,,,https://www.amazon.com/s?k=9780194239035&i=stripbooks
9780194239158,,,,https://www.amazon.com/s?k=9780194239158&i=stripbooks
9780194239349,,,,https://www.amazon.com/s?k=9780194239349&i=stripbooks
9780194239356,,,,https://www.amazon.com/s?k=9780194239356&i=stripbooks
9780194239424,,,,https://www.amazon.com/s?k=9780194239424&i=stripbooks
9780194239660,,,,https://www.amazon.com/s?k=9780194239660&i=stripbooks
9780194239721,,,,https://www.amazon.com/s?k=9780194239721&i=stripbooks
9780194245746,,,,https://www.amazon.com/s?k=9780194245746&i=stripbooks
9780194247665,,,,https://www.amazon.com/s?k=9780194247665&i=stripbooks
9780194247696,,,,https://www.amazon.com/s?k=9780194247696&i=stripbooks
9780194248945,,,,https://www.amazon.com/s?k=9780194248945&i=stripbooks
9780194249133,,,,https://www.amazon.com/s?k=9780194249133&i=stripbooks
9780194249799,,,,https://www.amazon.com/s?k=9780194249799&i=stripbooks
9780194249805,,,,https://www.amazon.com/s?k=9780194249805&i=stripbooks
9780194266758,,,,https://www.amazon.com/s?k=9780194266758&i=stripbooks
9780194278584,,,,https://www.amazon.com/s?k=9780194278584&i=stripbooks
9780194278638,,,,https://www.amazon.com/s?k=9780194278638&i=stripbooks
9780194278669,,,,https://www.amazon.com/s?k=9780194278669&i=stripbooks
9780194278713,,,,https://www.amazon.com/s?k=9780194278713&i=stripbooks
9780194278737,,,,https://www.amazon.com/s?k=9780194278737&i=stripbooks
9780194302524,,,,https://www.amazon.com/s?k=9780194302524&i=stripbooks
9780194302647,,,,https://www.amazon.com/s?k=9780194302647&i=stripbooks
9780194305648,,,,https://www.amazon.com/s?k=9780194305648&i=stripbooks
9780194305778,,,,https://www.amazon.com/s?k=9780194305778&i=stripbooks
9780194305921,,,,https://www.amazon.com/s?k=9780194305921&i=stripbooks
9780194305945,,,,https://www.amazon.com/s?k=9780194305945&i=stripbooks
9780194317214,,,,https://www.amazon.com/s?k=9780194317214&i=stripbooks
9780194325387,,,,https://www.amazon.com/s?k=9780194325387&i=stripbooks
9780194337311,,,,https://www.amazon.com/s?k=9780194337311&i=stripbooks
9780194364355,,,,https://www.amazon.com/s?k=9780194364355&i=stripbooks
9780194369763,,,,https://www.amazon.com/s?k=9780194369763&i=stripbooks
9780194370875,,,,https://www.amazon.com/s?k=9780194370875&i=stripbooks
9780194372008,,,,https://www.amazon.com/s?k=9780194372008&i=stripbooks
9780194375993,,,,https://www.amazon.com/s?k=9780194375993&i=stripbooks
9780194387545,,,,https://www.amazon.com/s?k=9780194387545&i=stripbooks
9780194392914,,,,https://www.amazon.com/s?k=9780194392914&i=stripbooks
9780194397360,,,,https://www.amazon.com/s?k=9780194397360&i=stripbooks
9780194397988,,,,https://www.amazon.com/s?k=9780194397988&i=stripbooks
